name,budget,seed,mode,hgs_cost,grader_cost,opt,n_routes,kmin,opt_routes,feasible,valid_perm,wall,gap_pct
XML100_3346_03,10.0,44,free,8220,8220,8220,3,3,3,1,1,10.025,0.0
XML100_1151_08,2.0,42,free,31907,31907,31527,24,23,24,1,1,2.024,1.2053160782821073
XML100_1151_08,2.0,43,free,32107,32107,31527,24,23,24,1,1,2.021,1.8396929615884796
XML100_2335_14,30.0,42,free,8672,8672,8672,5,5,5,1,1,30.018,0.0
XML100_2335_14,30.0,43,free,8672,8672,8672,5,5,5,1,1,30.023,0.0
XML100_1151_08,2.0,44,free,31939,31939,31527,24,23,24,1,1,2.018,1.306816379611127
XML100_1151_08,5.0,42,free,31763,31763,31527,24,23,24,1,1,5.031,0.7485647223015194
XML100_1151_08,5.0,43,free,31778,31778,31527,24,23,24,1,1,5.024,0.7961429885494973
XML100_1151_08,5.0,44,free,31785,31785,31527,24,23,24,1,1,5.024,0.8183461794652203
XML100_2335_14,30.0,44,free,8672,8672,8672,5,5,5,1,1,30.024,0.0
XML100_1151_08,10.0,42,free,31595,31595,31527,24,23,24,1,1,10.016,0.21568814032416658
XML100_1151_08,10.0,43,free,31693,31693,31527,24,23,24,1,1,10.014,0.526532813144289
XML100_1151_08,10.0,44,free,31544,31544,31527,24,23,24,1,1,10.014,0.053922035081041646
XML100_2162_03,2.0,42,free,18115,18115,17823,17,16,17,1,1,2.023,1.6383324917241766
XML100_3346_03,30.0,42,free,8220,8220,8220,3,3,3,1,1,30.018,0.0
XML100_3346_03,30.0,43,free,8220,8220,8220,3,3,3,1,1,30.019,0.0
XML100_2162_03,2.0,43,free,17965,17965,17823,17,16,17,1,1,2.024,0.7967233350165517
XML100_2162_03,2.0,44,free,17833,17833,17823,17,16,17,1,1,2.018,0.05610727711384166
XML100_2162_03,5.0,42,free,17911,17911,17823,17,16,17,1,1,5.02,0.49374403860180666
XML100_2162_03,5.0,43,free,17886,17886,17823,17,16,17,1,1,5.017,0.3534758458172025
XML100_2162_03,5.0,44,free,17823,17823,17823,17,16,17,1,1,5.026,0.0
XML100_3346_03,30.0,44,free,8220,8220,8220,3,3,3,1,1,30.023,0.0
XML100_2162_03,10.0,42,free,17860,17860,17823,17,16,17,1,1,10.018,0.20759692532121415
XML100_2162_03,10.0,43,free,17823,17823,17823,17,16,17,1,1,10.017,0.0
XML100_2162_03,10.0,44,free,17823,17823,17823,17,16,17,1,1,10.016,0.0
XML100_3173_18,2.0,42,free,20046,20046,20011,11,11,11,1,1,2.021,0.17490380290840038
XML100_3173_18,2.0,43,free,20161,20161,20011,11,11,11,1,1,2.026,0.7495877267502873
XML100_1151_08,30.0,42,free,31542,31542,31527,24,23,24,1,1,30.023,0.047578266247977924
XML100_1151_08,30.0,43,free,31572,31572,31527,24,23,24,1,1,30.024,0.14273479874393377
XML100_3173_18,2.0,44,free,20138,20138,20011,11,11,11,1,1,2.019,0.63465094198191
XML100_3173_18,5.0,42,free,20046,20046,20011,11,11,11,1,1,5.045,0.17490380290840038
XML100_3173_18,5.0,43,free,20161,20161,20011,11,11,11,1,1,5.027,0.7495877267502873
XML100_3173_18,5.0,44,free,20087,20087,20011,11,11,11,1,1,5.029,0.3797911148868123
XML100_1151_08,30.0,44,free,31544,31544,31527,24,23,24,1,1,30.019,0.053922035081041646
XML100_3173_18,10.0,42,free,20046,20046,20011,11,11,11,1,1,10.019,0.17490380290840038
XML100_3173_18,10.0,43,free,20122,20122,20011,11,11,11,1,1,10.014,0.5546949177952126
XML100_3173_18,10.0,44,free,20061,20061,20011,11,11,11,1,1,10.029,0.24986257558342911
XML100_1214_14,2.0,42,free,10304,10304,10108,8,8,8,1,1,2.03,1.9390581717451523
XML100_2162_03,30.0,42,free,17823,17823,17823,17,16,17,1,1,30.021,0.0
XML100_1214_14,2.0,43,free,10289,10289,10108,8,8,8,1,1,2.028,1.7906608626830234
XML100_2162_03,30.0,43,free,17823,17823,17823,17,16,17,1,1,30.023,0.0
XML100_1214_14,2.0,44,free,10204,10204,10108,8,8,8,1,1,2.024,0.9497427779976256
XML100_1214_14,5.0,42,free,10169,10169,10108,8,8,8,1,1,5.017,0.6034823901859913
XML100_1214_14,5.0,43,free,10173,10173,10108,8,8,8,1,1,5.018,0.6430550059358924
XML100_1214_14,5.0,44,free,10189,10189,10108,8,8,8,1,1,5.037,0.8013454689354966
XML100_2162_03,30.0,44,free,17823,17823,17823,17,16,17,1,1,30.018,0.0
XML100_1214_14,10.0,42,free,10125,10125,10108,8,8,8,1,1,10.017,0.16818361693707953
XML100_1214_14,10.0,43,free,10173,10173,10108,8,8,8,1,1,10.021,0.6430550059358924
XML100_1214_14,10.0,44,free,10176,10176,10108,8,8,8,1,1,10.026,0.6727344677483181
XML100_2225_02,2.0,42,free,6135,6135,6116,5,5,5,1,1,2.024,0.3106605624591236
XML100_2225_02,2.0,43,free,6120,6120,6116,5,5,5,1,1,2.017,0.06540222367560497
XML100_3173_18,30.0,42,free,20028,20028,20011,11,11,11,1,1,30.053,0.0849532756983659
XML100_3173_18,30.0,43,free,20046,20046,20011,11,11,11,1,1,30.026,0.17490380290840038
XML100_2225_02,2.0,44,free,6116,6116,6116,5,5,5,1,1,2.016,0.0
XML100_2225_02,5.0,42,free,6121,6121,6116,5,5,5,1,1,5.013,0.08175277959450622
XML100_2225_02,5.0,43,free,6116,6116,6116,5,5,5,1,1,5.02,0.0
XML100_2225_02,5.0,44,free,6116,6116,6116,5,5,5,1,1,5.022,0.0
XML100_3173_18,30.0,44,free,20041,20041,20011,11,11,11,1,1,30.06,0.14991754535005747
XML100_2225_02,10.0,42,free,6116,6116,6116,5,5,5,1,1,10.033,0.0
XML100_2225_02,10.0,43,free,6116,6116,6116,5,5,5,1,1,10.023,0.0
XML100_2225_02,10.0,44,free,6116,6116,6116,5,5,5,1,1,10.036,0.0
XML100_3236_19,2.0,42,free,8774,8774,8738,3,3,3,1,1,2.038,0.41199359121080337
XML100_3236_19,2.0,43,free,8847,8847,8738,3,3,3,1,1,2.021,1.2474250400549325
XML100_1214_14,30.0,42,free,10108,10108,10108,8,8,8,1,1,30.03,0.0
XML100_1214_14,30.0,43,free,10108,10108,10108,8,8,8,1,1,30.026,0.0
XML100_3236_19,2.0,44,free,8745,8745,8738,3,3,3,1,1,2.032,0.08010986495765622
XML100_3236_19,5.0,42,free,8753,8753,8738,3,3,3,1,1,5.017,0.17166399633783475
XML100_3236_19,5.0,43,free,8847,8847,8738,3,3,3,1,1,5.019,1.2474250400549325
XML100_3236_19,5.0,44,free,8745,8745,8738,3,3,3,1,1,5.032,0.08010986495765622
XML100_1214_14,30.0,44,free,10108,10108,10108,8,8,8,1,1,30.015,0.0
XML100_3236_19,10.0,42,free,8738,8738,8738,3,3,3,1,1,10.032,0.0
XML100_3236_19,10.0,43,free,8793,8793,8738,3,3,3,1,1,10.022,0.6294346532387274
XML100_3236_19,10.0,44,free,8745,8745,8738,3,3,3,1,1,10.034,0.08010986495765622
XML100_1341_04,2.0,42,free,32560,32560,32040,27,26,26,1,1,2.027,1.6229712858926342
XML100_1341_04,2.0,43,free,32571,32571,32040,27,26,26,1,1,2.045,1.6573033707865168
XML100_2225_02,30.0,42,free,6116,6116,6116,5,5,5,1,1,30.033,0.0
XML100_2225_02,30.0,43,free,6116,6116,6116,5,5,5,1,1,30.032,0.0
XML100_1341_04,2.0,44,free,32524,32524,32040,27,26,26,1,1,2.02,1.5106117353308364
XML100_1341_04,5.0,42,free,32362,32362,32040,26,26,26,1,1,5.027,1.0049937578027466
XML100_1341_04,5.0,43,free,32459,32459,32040,27,26,26,1,1,5.026,1.3077403245942572
XML100_1341_04,5.0,44,free,32392,32392,32040,27,26,26,1,1,5.023,1.0986267166042447
XML100_2225_02,30.0,44,free,6116,6116,6116,5,5,5,1,1,30.032,0.0
XML100_1341_04,10.0,42,free,32107,32107,32040,26,26,26,1,1,10.022,0.2091136079900125
XML100_1341_04,10.0,43,free,32251,32251,32040,26,26,26,1,1,10.016,0.6585518102372035
XML100_1341_04,10.0,44,free,32096,32096,32040,26,26,26,1,1,10.015,0.17478152309612985
XML100_2352_08,2.0,42,free,17811,17811,17701,19,18,19,1,1,2.033,0.6214338172984577
XML100_2352_08,2.0,43,free,17934,17934,17701,19,18,19,1,1,2.02,1.316309813004915
XML100_3236_19,30.0,42,free,8738,8738,8738,3,3,3,1,1,30.037,0.0
XML100_3236_19,30.0,43,free,8738,8738,8738,3,3,3,1,1,30.014,0.0
XML100_2352_08,2.0,44,free,17856,17856,17701,19,18,19,1,1,2.015,0.8756567425569177
XML100_2352_08,5.0,42,free,17776,17776,17701,19,18,19,1,1,5.023,0.4237048754307666
XML100_2352_08,5.0,43,free,17701,17701,17701,19,18,19,1,1,5.014,0.0
XML100_2352_08,5.0,44,free,17772,17772,17701,19,18,19,1,1,5.02,0.40110728207445906
XML100_3236_19,30.0,44,free,8738,8738,8738,3,3,3,1,1,30.027,0.0
XML100_2352_08,10.0,42,free,17720,17720,17701,19,18,19,1,1,10.016,0.10733856844246088
XML100_2352_08,10.0,43,free,17701,17701,17701,19,18,19,1,1,10.021,0.0
XML100_2352_08,10.0,44,free,17743,17743,17701,19,18,19,1,1,10.021,0.2372747302412293
XML100_3363_21,2.0,42,free,24472,24472,24189,13,13,13,1,1,2.03,1.169953284550829
XML100_3363_21,2.0,43,free,24664,24664,24189,13,13,13,1,1,2.023,1.9637025094051015
XML100_1341_04,30.0,42,free,32041,32041,32040,26,26,26,1,1,30.017,0.003121098626716604
XML100_1341_04,30.0,43,free,32040,32040,32040,26,26,26,1,1,30.024,0.0
XML100_3363_21,2.0,44,free,24280,24280,24189,13,13,13,1,1,2.016,0.3762040596965563
XML100_3363_21,5.0,42,free,24276,24276,24189,13,13,13,1,1,5.029,0.35966761751209225
XML100_3363_21,5.0,43,free,24258,24258,24189,13,13,13,1,1,5.015,0.28525362768200424
XML100_3363_21,5.0,44,free,24280,24280,24189,13,13,13,1,1,5.033,0.3762040596965563
XML100_1341_04,30.0,44,free,32040,32040,32040,26,26,26,1,1,30.036,0.0
XML100_3363_21,10.0,42,free,24276,24276,24189,13,13,13,1,1,10.024,0.35966761751209225
XML100_3363_21,10.0,43,free,24258,24258,24189,13,13,13,1,1,10.033,0.28525362768200424
XML100_3363_21,10.0,44,free,24280,24280,24189,13,13,13,1,1,10.03,0.3762040596965563
XML100_1174_21,2.0,42,free,13530,13530,13372,8,8,8,1,1,2.025,1.1815734370326054
XML100_2352_08,30.0,42,free,17720,17720,17701,19,18,19,1,1,30.029,0.10733856844246088
XML100_1174_21,2.0,43,free,13640,13640,13372,8,8,8,1,1,2.019,2.0041878552198624
XML100_2352_08,30.0,43,free,17701,17701,17701,19,18,19,1,1,30.016,0.0
XML100_1174_21,2.0,44,free,13444,13444,13372,8,8,8,1,1,2.024,0.5384385282680227
XML100_1174_21,5.0,42,free,13427,13427,13372,8,8,8,1,1,5.025,0.4113072090936285
XML100_1174_21,5.0,43,free,13556,13556,13372,8,8,8,1,1,5.035,1.3760095722405026
XML100_1174_21,5.0,44,free,13431,13431,13372,8,8,8,1,1,5.026,0.44122046066407417
XML100_2352_08,30.0,44,free,17715,17715,17701,19,18,19,1,1,30.018,0.07909157674707644
XML100_1174_21,10.0,42,free,13424,13424,13372,8,8,8,1,1,10.022,0.3888722704157942
XML100_1174_21,10.0,43,free,13448,13448,13372,8,8,8,1,1,10.021,0.5683517798384684
XML100_1174_21,10.0,44,free,13426,13426,13372,8,8,8,1,1,10.027,0.40382889620101703
XML100_2115_19,2.0,42,free,9798,9798,9779,6,6,6,1,1,2.023,0.19429389508129666
XML100_2115_19,2.0,43,free,9779,9779,9779,6,6,6,1,1,2.022,0.0
XML100_3363_21,30.0,42,free,24231,24231,24189,13,13,13,1,1,30.049,0.17363264293687214
XML100_3363_21,30.0,43,free,24240,24240,24189,13,13,13,1,1,30.05,0.21083963785191617
XML100_2115_19,2.0,44,free,9802,9802,9779,6,6,6,1,1,2.029,0.2351978729931486
XML100_2115_19,5.0,42,free,9792,9792,9779,6,6,6,1,1,5.013,0.13293792821351877
XML100_2115_19,5.0,43,free,9779,9779,9779,6,6,6,1,1,5.029,0.0
XML100_2115_19,5.0,44,free,9795,9795,9779,6,6,6,1,1,5.023,0.1636159116474077
XML100_3363_21,30.0,44,free,24219,24219,24189,13,13,13,1,1,30.017,0.12402331638348009
XML100_2115_19,10.0,42,free,9792,9792,9779,6,6,6,1,1,10.029,0.13293792821351877
XML100_2115_19,10.0,43,free,9779,9779,9779,6,6,6,1,1,10.017,0.0
XML100_2115_19,10.0,44,free,9779,9779,9779,6,6,6,1,1,10.02,0.0
XML100_3126_02,2.0,42,free,9035,9035,8962,3,3,3,1,1,2.024,0.8145503235884847
XML100_3126_02,2.0,43,free,9523,9523,8962,3,3,3,1,1,2.015,6.259763445659451
XML100_1174_21,30.0,42,free,13391,13391,13372,8,8,8,1,1,30.022,0.1420879449596171
XML100_1174_21,30.0,43,free,13393,13393,13372,8,8,8,1,1,30.018,0.15704457074483996
XML100_3126_02,2.0,44,free,9505,9505,8962,3,3,3,1,1,2.017,6.05891542066503
XML100_3126_02,5.0,42,free,9035,9035,8962,3,3,3,1,1,5.023,0.8145503235884847
XML100_3126_02,5.0,43,free,9133,9133,8962,3,3,3,1,1,5.014,1.9080562374469985
XML100_3126_02,5.0,44,free,9023,9023,8962,3,3,3,1,1,5.023,0.6806516402588708
XML100_1174_21,30.0,44,free,13405,13405,13372,8,8,8,1,1,30.021,0.2467843254561771
XML100_3126_02,10.0,42,free,8974,8974,8962,3,3,3,1,1,10.021,0.13389868332961394
XML100_3126_02,10.0,43,free,8998,8998,8962,3,3,3,1,1,10.018,0.4016960499888418
XML100_3126_02,10.0,44,free,8979,8979,8962,3,3,3,1,1,10.017,0.18968980138361974
XML100_2115_19,30.0,42,free,9779,9779,9779,6,6,6,1,1,30.014,0.0
XML100_2115_19,30.0,43,free,9779,9779,9779,6,6,6,1,1,30.022,0.0
XML100_2115_19,30.0,44,free,9779,9779,9779,6,6,6,1,1,30.022,0.0
XML100_1111_11,10.0,42,pinned,33202,33202,33202,25,25,25,1,1,10.018,0.0
XML100_2122_05,10.0,42,pinned,17399,17399,17255,16,16,16,1,1,10.027,0.8345407128368589
XML100_3133_13,10.0,42,pinned,19748,19748,19683,10,10,10,1,1,10.022,0.3302342122643906
XML100_3126_02,30.0,42,free,8962,8962,8962,3,3,3,1,1,30.021,0.0
XML100_3126_02,30.0,43,free,8967,8967,8962,3,3,3,1,1,30.015,0.0557911180540058
XML100_1244_21,10.0,42,pinned,13242,13242,13173,8,8,8,1,1,10.039,0.5237986791163745
XML100_3126_02,30.0,44,free,8965,8965,8962,3,3,3,1,1,30.019,0.033474670832403484
XML100_1111_11,30.0,42,pinned,33202,33202,33202,25,25,25,1,1,30.017,0.0
XML100_2255_02,10.0,42,pinned,8743,8743,8743,6,6,6,1,1,10.013,0.0
XML100_3266_03,10.0,42,pinned,8796,8796,8774,3,3,3,1,1,10.014,0.25074082516526097
XML100_2122_05,30.0,42,pinned,17315,17315,17255,16,16,16,1,1,30.02,0.34772529701535787
XML100_3133_13,30.0,42,pinned,19748,19748,19683,10,10,10,1,1,30.017,0.3302342122643906
XML100_1371_27,10.0,42,pinned,,63657,32186,25,29,33,0,1,10.018,
XML100_2312_04,10.0,42,pinned,14487,14487,14486,15,15,15,1,1,10.027,0.006903216899074969
XML100_1244_21,30.0,42,pinned,13173,13173,13173,8,8,8,1,1,30.02,0.0
XML100_3323_12,10.0,42,pinned,17511,17511,17334,9,9,9,1,1,10.011,1.0211145725164417
XML100_2255_02,30.0,42,pinned,8743,8743,8743,6,6,6,1,1,30.02,0.0
XML100_1134_19,10.0,42,pinned,12054,12054,11938,7,7,7,1,1,10.01,0.9716870497570782
XML100_3266_03,30.0,42,pinned,8774,8774,8774,3,3,3,1,1,30.019,0.0
XML100_2145_02,10.0,42,pinned,10261,10261,10225,6,6,6,1,1,10.012,0.35207823960880197
XML100_1371_27,30.0,42,pinned,,63657,32186,25,29,33,0,1,30.021,
XML100_3156_17,10.0,42,pinned,11097,11097,11091,4,4,4,1,1,10.036,0.054097917230186636
XML100_2312_04,30.0,42,pinned,14486,14486,14486,15,15,15,1,1,30.011,0.0
XML100_1261_07,10.0,42,pinned,21786,21786,21667,23,23,23,1,1,10.017,0.5492223196566207
XML100_3323_12,30.0,42,pinned,17381,17381,17334,9,9,9,1,1,30.014,0.271143417560863
XML100_2272_02,10.0,42,pinned,9475,9475,9467,14,14,15,1,1,10.014,0.08450406675821275
XML100_1134_19,30.0,42,pinned,11972,11972,11938,7,7,7,1,1,30.031,0.28480482492879877
XML100_3213_03,10.0,42,pinned,11636,11636,11615,10,10,10,1,1,10.02,0.18080068876452862
XML100_2145_02,30.0,42,pinned,10225,10225,10225,6,6,6,1,1,30.015,0.0
XML100_1324_14,10.0,42,pinned,10743,10743,10734,8,8,8,1,1,10.018,0.08384572386808273
XML100_3156_17,30.0,42,pinned,11091,11091,11091,4,4,4,1,1,30.02,0.0
XML100_2335_14,10.0,42,pinned,8672,8672,8672,5,5,5,1,1,10.011,0.0
XML100_1261_07,30.0,42,pinned,21684,21684,21667,23,23,23,1,1,30.016,0.07846033137951723
XML100_3346_03,10.0,42,pinned,8220,8220,8220,3,3,3,1,1,10.014,0.0
XML100_2272_02,30.0,42,pinned,9471,9471,9467,14,14,15,1,1,30.014,0.04225203337910637
XML100_1151_08,10.0,42,pinned,32462,32462,31527,23,23,24,1,1,10.017,2.9657119294572905
XML100_3213_03,30.0,42,pinned,11626,11626,11615,10,10,10,1,1,30.043,0.09470512268618166
XML100_2162_03,10.0,42,pinned,18655,18655,17823,16,16,17,1,1,10.014,4.6681254558716265
XML100_1324_14,30.0,42,pinned,10734,10734,10734,8,8,8,1,1,30.016,0.0
XML100_3173_18,10.0,42,pinned,20118,20118,20011,11,11,11,1,1,10.02,0.5347059117485383
XML100_2335_14,30.0,42,pinned,8672,8672,8672,5,5,5,1,1,30.012,0.0
XML100_1214_14,10.0,42,pinned,10108,10108,10108,8,8,8,1,1,10.012,0.0
XML100_3346_03,30.0,42,pinned,8220,8220,8220,3,3,3,1,1,30.018,0.0
XML100_2225_02,10.0,42,pinned,6116,6116,6116,5,5,5,1,1,10.02,0.0
XML100_1151_08,30.0,42,pinned,32410,32410,31527,23,23,24,1,1,30.016,2.800773939797634
XML100_2162_03,30.0,42,pinned,18644,18644,17823,16,16,17,1,1,30.011,4.606407451046401
XML100_3236_19,10.0,42,pinned,8741,8741,8738,3,3,3,1,1,10.044,0.03433279926756695
XML100_1341_04,10.0,42,pinned,32095,32095,32040,26,26,26,1,1,10.012,0.17166042446941324
XML100_3173_18,30.0,42,pinned,20041,20041,20011,11,11,11,1,1,30.014,0.14991754535005747
XML100_2352_08,10.0,42,pinned,18011,18011,17701,18,18,19,1,1,10.013,1.7513134851138354
XML100_1214_14,30.0,42,pinned,10108,10108,10108,8,8,8,1,1,30.015,0.0
XML100_3363_21,10.0,42,pinned,24270,24270,24189,13,13,13,1,1,10.008,0.33486295423539625
XML100_2225_02,30.0,42,pinned,6116,6116,6116,5,5,5,1,1,30.01,0.0
XML100_1174_21,10.0,42,pinned,13385,13385,13372,8,8,8,1,1,10.011,0.09721806760394855
XML100_3236_19,30.0,42,pinned,8738,8738,8738,3,3,3,1,1,30.009,0.0
XML100_2115_19,10.0,42,pinned,9779,9779,9779,6,6,6,1,1,10.014,0.0
XML100_1341_04,30.0,42,pinned,32080,32080,32040,26,26,26,1,1,30.018,0.12484394506866417
XML100_3126_02,10.0,42,pinned,9007,9007,8962,3,3,3,1,1,10.016,0.5021200624860522
XML100_2352_08,30.0,42,pinned,17935,17935,17701,18,18,19,1,1,30.014,1.321959211343992
XML100_3363_21,30.0,42,pinned,24231,24231,24189,13,13,13,1,1,30.019,0.17363264293687214
XML100_1174_21,30.0,42,pinned,13372,13372,13372,8,8,8,1,1,30.017,0.0
XML100_2115_19,30.0,42,pinned,9779,9779,9779,6,6,6,1,1,30.013,0.0
XML100_3126_02,30.0,42,pinned,8962,8962,8962,3,3,3,1,1,30.016,0.0
